OrderID,ShopperID,OrderDate,Status,TotalAmount
617,954,2023-06-15,Complete,248.75
618,363,2023-10-17,Complete,449.27
619,276,2024-10-28,Complete,474.62
620,700,2023-02-03,Complete,259.52
621,205,2024-10-26,Complete,373.01
622,894,2024-04-15,Pending,119.25
623,208,2025-01-19,Complete,421.44
624,365,2024-05-05,Complete,393.89
625,123,2024-05-13,Complete,344.39
626,680,2023-09-06,Pending,314.64
627,783,2024-03-12,Cancelled,479.84
628,869,2023-07-21,Pending,198.17
629,323,2023-10-09,Pending,451.1
630,903,2023-10-27,Cancelled,437.01
631,503,2023-09-29,Complete,492.51
632,938,2024-10-10,Cancelled,154.53
633,228,2024-06-23,Cancelled,81.56
634,539,2023-12-03,Pending,249.59
635,554,2023-03-27,Complete,261.19
636,404,2023-11-11,Cancelled,392.43
637,469,2023-11-24,Complete,355.16
638,472,2024-11-14,Pending,350.82
639,13,2023-06-14,Cancelled,121.16
640,595,2023-03-24,Complete,176.21
641,628,2024-11-30,Pending,109.83
642,270,2023-09-16,Complete,149.32
643,982,2023-06-05,Cancelled,184.69
644,189,2024-07-26,Pending,223.49
645,430,2023-05-01,Cancelled,381.05
646,374,2023-05-03,Pending,154.22
647,185,2023-09-16,Cancelled,82.95
648,590,2023-06-29,Cancelled,129.71
649,103,2023-09-04,Cancelled,149.58
650,242,2024-05-18,Cancelled,227.47
651,391,2024-07-05,Complete,90.0
652,983,2024-09-15,Cancelled,91.78
653,826,2024-04-01,Complete,104.77
654,512,2024-08-01,Complete,497.87
655,870,2024-03-12,Cancelled,268.16
656,738,2024-06-25,Pending,396.96
657,308,2024-04-01,Pending,289.83
658,582,2023-11-15,Complete,211.23
659,708,2025-01-02,Complete,48.82
660,834,2023-12-21,Pending,248.74
661,645,2024-02-27,Complete,235.93
662,343,2025-01-20,Pending,193.26
663,574,2023-07-02,Cancelled,467.29
664,264,2023-05-30,Pending,29.52
665,125,2024-05-25,Pending,436.34
666,987,2024-01-19,Cancelled,115.5
667,590,2025-01-06,Cancelled,331.58
668,179,2023-11-01,Pending,190.45
669,690,2023-01-26,Cancelled,254.0
670,755,2023-12-04,Pending,447.02
671,391,2023-03-27,Cancelled,157.53
672,647,2023-06-14,Complete,436.76
673,656,2024-06-10,Pending,222.47
674,628,2024-08-19,Cancelled,214.29
675,929,2024-05-04,Complete,57.97
676,352,2023-09-15,Complete,170.47
677,669,2023-02-20,Pending,361.01
678,620,2023-09-04,Cancelled,209.82
679,909,2025-01-07,Pending,394.87
680,962,2024-01-24,Pending,378.99
681,534,2023-01-28,Pending,218.71
682,189,2024-12-13,Complete,80.02
683,241,2024-11-02,Cancelled,140.79
684,762,2023-02-01,Cancelled,379.88
685,216,2023-11-10,Complete,210.58
686,98,2023-05-05,Complete,469.66
687,485,2024-04-29,Cancelled,45.84
688,790,2024-12-22,Pending,271.51
689,86,2024-05-11,Complete,145.98
690,160,2024-03-14,Complete,334.32
691,907,2023-07-25,Pending,168.5
692,254,2024-10-15,Cancelled,156.4
693,642,2024-05-29,Complete,83.01
694,859,2023-04-23,Complete,33.71
695,680,2024-12-15,Pending,432.98
696,334,2024-04-25,Pending,244.25
697,892,2023-06-17,Cancelled,468.73
698,562,2024-11-30,Pending,84.86
699,972,2024-12-05,Cancelled,278.86
700,606,2023-05-24,Cancelled,239.14
701,767,2024-12-03,Cancelled,441.1
702,446,2024-07-08,Cancelled,327.1
703,547,2023-06-08,Pending,456.28
704,494,2024-10-21,Cancelled,129.02
705,92,2024-12-14,Pending,167.78
706,423,2023-08-01,Pending,94.74
707,11,2023-09-08,Complete,271.19
